video_id,clip_id,text,label,label_T,label_A,label_V,annotation,mode
video_0035,0035,陈玄礼是陈云樵的爹，马嵬驿兵变的主谋,0.0,0.0,0.2,0.0,Neutral,test
video_0036,0001,昨天的事你怎么今天才来禀报啊,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0036,0002,我拿你当心腹，你不能老放马后炮啊,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0036,0003,臣割发，谢罪于天,-1.0,-1.0,-1.0,-0.8,Negative,train
video_0036,0004,没有光，没有声音,-0.8,-0.2,-1.0,-1.0,Negative,test
video_0036,0005,所以你就宣战了,-1.0,0.0,-1.0,-1.0,Negative,test
video_0036,0006,如此卑躬屈膝，蒙羞受辱，江山早晚都要断送在你的手中,-1.0,-1.0,-1.0,-0.8,Negative,valid
video_0036,0007,两国是联盟，双方主帅一旦动手等于宣战，这点道理你也不懂,-1.0,-1.0,-0.8,-1.0,Negative,valid
video_0036,0008,你到底有几成胜算,-1.0,0.0,-0.6,-1.0,Negative,valid
video_0036,0009,我宁可永不收回靖州，也不愿坏了联盟,-1.0,-0.8,-1.0,-1.0,Negative,valid
video_0036,0010,你是不是还要替我当这个王,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0036,0011,王子与庶民同罪,-1.0,-0.2,-1.0,-1.0,Negative,valid
video_0036,0012,打不过人家，就不要再说打了嘛,-0.6,0.2,0.2,-0.8,Negative,train
video_0036,0013,谢主公不杀之恩，告退,-0.4,0.6,-0.4,0.0,Negative,train
video_0036,0014,败在杨苍刀下是我一生之耻，子虞以此伤提醒自己,-1.0,-0.8,-1.0,-0.8,Negative,test
video_0036,0015,我的伤便一日不能痊愈，靖州一日不收,-0.6,-0.8,-1.0,-0.8,Negative,test
video_0036,0016,放肆，竟敢公然抗命,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0036,0017,都督不忘战败之耻，令人肃然起敬，哪像你,-0.6,-1.0,-0.8,-1.0,Negative,train
video_0036,0018,你偷偷摸摸背着我去提亲，当我是什么,-1.0,-1.0,-1.0,-0.8,Negative,train
video_0036,0019,我不嫁，要去你去,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0036,0020,田战这是要反啊,-1.0,-1.0,-1.0,-1.0,Negative,valid
video_0036,0021,竟能让为父往后退两步，变化的好,1.0,1.0,0.6,-0.4,Positive,train
video_0036,0022,以前我是你的都督，以后我还是你的都督，如此而已,0.0,0.2,-0.2,0.0,Neutral,train
video_0036,0023,连天阴雨，水漫则胜，这雨下了四天了吧,-0.2,-0.2,0.0,0.0,Negative,test
video_0036,0024,那什么是真的，你说什么是真的,-1.0,-0.2,-1.0,-1.0,Negative,train
video_0036,0025,其实你有很多机会可以拒绝，可以逃跑,-0.8,0.0,-0.6,-1.0,Negative,valid
video_0036,0026,为什么，你一直都如此服从，愿意做这件事情,-1.0,-0.2,-0.6,-1.0,Negative,train
video_0036,0027,今夜，是你在这里的最后一晚了,-1.0,-0.2,-1.0,-1.0,Negative,valid
video_0036,0028,故弄玄虚，我倒要看看，他是怎样的装神弄鬼,-0.4,-0.6,-0.6,-0.8,Negative,train
video_0036,0029,世上很多事情，本无对错，做了就不要后悔,-0.2,0.0,-0.2,0.0,Negative,train
video_0036,0030,都督答应放我走的,-1.0,0.0,-1.0,-1.0,Negative,test
video_0036,0031,你收了杨苍多少金子,-1.0,0.0,-0.6,-0.8,Negative,train
video_0036,0032,而子虞，要建功立业青史留名，我也要成全他,-1.0,0.8,-0.2,-1.0,Negative,train
video_0037,0001,我看晚霞时不干任何事,-0.2,-0.2,0.2,-0.4,Negative,train
video_0037,0002,这个就是你送的蟠桃,-1.0,0.0,-1.0,-1.0,Negative,train
video_0037,0003,不准打男人,-1.0,-0.2,-1.0,-1.0,Negative,train
video_0037,0004,桃子不能吃的吗，不能吃的话为什么不早说,-1.0,-1.0,-1.0,-0.8,Negative,train
video_0037,0005,不好意思啊，最近耳屎比较多,0.2,0.2,0.4,0.4,Positive,test
video_0037,0006,滚开,-1.0,-1.0,-0.2,-1.0,Negative,test
video_0037,0007,亏你还记得我们一百多年都没见了,-1.0,-1.0,-0.6,-0.8,Negative,valid
video_0037,0008,简单来说，你就是个杂种,-1.0,-1.0,-0.6,-1.0,Negative,train
video_0037,0009,这个奖不是属于我的，是属于大家的,1.0,0.6,0.6,1.0,Positive,train
video_0037,0010,来，给我,0.8,0.0,0.2,0.8,Positive,train
video_0037,0011,我不要当你的手下，你以为这个东西可以控制我啊，太小看我,-1.0,-1.0,-0.6,-1.0,Negative,train
video_0037,0012,女人小孩我都不会放过,-1.0,-0.6,-0.6,-1.0,Negative,train
video_0037,0013,为什么要毁掉那么多美丽的地方，我不明白，我不服,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0037,0014,出身卑微，是我把你从昆仑山提拔上来,-0.8,-0.4,-0.8,-1.0,Negative,train
video_0037,0015,把你也连累了,-1.0,0.0,-0.4,-1.0,Negative,test
video_0037,0016,我会毫不犹豫,0.0,0.0,-0.8,-0.2,Neutral,valid
video_0037,0017,当真以为我打不过你,-1.0,-0.4,-0.6,-1.0,Negative,test
video_0037,0018,想要你就说嘛，打晕我干什么啊,-1.0,-1.0,-1.0,-1.0,Negative,valid
video_0037,0019,我不会让你活着回去,-1.0,-0.8,-0.8,-1.0,Negative,valid
video_0037,0020,凭什么，嗯？,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0037,0021,就是要毁掉天机仪，人才可以掌握自己的命运,-0.6,-0.2,-1.0,-1.0,Negative,valid
video_0037,0022,我说了你也不明白,-1.0,-0.6,-1.0,-1.0,Negative,train
video_0037,0023,丰收要做一个顶天立地的好神仙,1.0,1.0,0.2,-0.6,Positive,train
video_0037,0024,现在你想把二郎哥变得跟你一样吗,-1.0,-0.4,-1.0,-0.8,Negative,train
video_0037,0025,你为什么总是要跟我作对,-1.0,-1.0,-1.0,-1.0,Negative,test
video_0038,0001,放心吧，你姐在九泉之下会祝福我们的,0.2,0.8,0.4,-0.4,Positive,train
video_0038,0002,我俩是高中同学，不过我俩没早恋,0.0,0.0,0.2,0.0,Neutral,valid
video_0038,0003,一个小时，神九都快绕地球一周了,-0.8,-0.2,-0.8,-1.0,Negative,train
video_0038,0004,假设，女主人公在学生时代非常的自卑,0.0,-0.6,0.2,0.0,Neutral,train
video_0038,0005,这么优秀的男人，早就应该结婚生子了,0.0,-0.2,0.0,-0.2,Neutral,valid
video_0038,0006,我觉得，这个设定有问题,-0.6,-0.8,-0.6,-0.8,Negative,valid
video_0038,0007,那时候她每天都会帮我带早餐,0.8,0.2,0.6,0.8,Positive,train
video_0038,0008,做朋友这方面，乔一真的没话说,1.0,1.0,0.8,1.0,Positive,train
video_0038,0009,宝贝，相信我，他在等你,1.0,1.0,1.0,1.0,Positive,test
video_0038,0010,过去这么多年的事，谁要在乎啊,-1.0,-1.0,-1.0,-1.0,Negative,valid
video_0038,0011,你在这找到我的钱包了吗,0.0,0.0,-0.2,-0.2,Neutral,valid
video_0038,0012,这么久都没回国了，刚好回去看看,0.2,0.2,0.4,0.8,Positive,test
video_0038,0013,帮我拒了吧，就说我没时间,0.0,-0.4,0.0,0.0,Neutral,train
video_0038,0014,我给你打完电话，以最快的速度冲了过来,0.4,0.2,0.6,0.2,Positive,train
video_0038,0015,你们那个电视台，钱没发多少，整天就让你加班,-1.0,-1.0,-0.2,-0.2,Negative,test
video_0038,0016,很多地方是去不得的,-0.2,-0.8,0.4,0.0,Negative,train
video_0038,0017,你是我这世界上最亲最亲的人了,0.6,1.0,-0.2,-0.4,Positive,train
video_0038,0018,医生说，脱臼了,-0.8,-0.4,-1.0,-1.0,Negative,valid
video_0038,0019,你可长点心吧妹妹,-0.6,-0.6,-0.8,0.2,Negative,train
video_0038,0020,所以我是我们台里的资深表演艺术家,1.0,0.2,1.0,1.0,Positive,test
video_0038,0021,他不是没有钱的时候是绝对不会回来的,-1.0,-0.4,-1.0,-1.0,Negative,train
video_0038,0022,我出去挣钱，还不都是为了你,-1.0,-0.8,-1.0,-1.0,Negative,test
video_0038,0023,能来就不错了,-0.2,-0.2,-0.8,-0.8,Negative,train
video_0038,0024,你说这好好的一个栏目，老胡非得做的跟老娘舅似的,-0.8,-1.0,-0.8,-1.0,Negative,train
video_0038,0025,男朋友非说台里的盒饭没营养,0.4,-0.6,0.6,0.6,Positive,train
video_0038,0026,少拍马屁，说实话,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0038,0027,你设计那个手表，听说获奖了,0.8,0.8,0.6,0.4,Positive,train
video_0038,0028,因为那个制片人是我的老同学,0.0,0.0,0.0,0.4,Neutral,valid
video_0038,0029,虐待那孩子的不是那保姆,-0.6,-0.2,0.0,-1.0,Negative,train
video_0038,0030,观众的期待是我们节目最大的动力,0.8,1.0,0.8,1.0,Positive,valid
video_0038,0031,谁也联系不上,0.0,-0.2,-0.2,0.2,Neutral,train
video_0038,0032,他来找你们求助，你们就这么不负责任啊,-1.0,-1.0,-0.6,-0.8,Negative,test
video_0038,0033,客气啦，应该的,0.6,1.0,1.0,0.8,Positive,valid
video_0038,0034,主持人摔倒了，很严重,-0.8,-0.8,-1.0,0.0,Negative,train
video_0038,0035,要不要跟嘉宾对一下台本,-0.2,0.0,-0.8,-0.8,Negative,valid
video_0038,0036,没有回母校看看吗,0.0,0.0,-0.4,1.0,Neutral,valid
video_0038,0037,这是你第一次骗我的地方,-0.4,-0.6,-1.0,0.4,Negative,train
video_0038,0038,我这个人很记仇的,-0.4,-0.8,0.2,0.2,Negative,train
video_0038,0039,这你也能认出来,0.0,-0.2,0.0,0.0,Neutral,train
video_0038,0040,我是真的爱你,0.6,1.0,0.2,-0.2,Positive,train
video_0038,0041,是不是特别想唱给我听呀,1.0,0.6,0.8,1.0,Positive,valid
video_0038,0042,那还那么乱呢，打扫干净再走,-1.0,-1.0,-0.8,-1.0,Negative,test
video_0038,0043,我这就去打扫,0.0,0.0,0.4,0.8,Neutral,valid
video_0038,0044,我吃过了,0.0,0.0,-0.2,0.0,Neutral,train
video_0038,0045,不不不，没吃,0.4,0.0,-0.6,0.2,Positive,train
video_0038,0046,我去换衣服，我们出去吃,0.6,0.0,0.0,0.4,Positive,train
video_0038,0047,这是她第一次约我，你快帮我想想办法呀,-1.0,0.4,-1.0,-1.0,Negative,train
video_0038,0048,你带我来公司干嘛,-1.0,-0.2,-1.0,-1.0,Negative,train
video_0039,0001,是一个职业车手，有没有类似的前科，怎么会接受这样的邀请,-0.2,0.0,0.0,-0.4,Negative,train
video_0039,0002,叫张扬，做事太张扬，老吃亏,-1.0,-0.6,-0.6,-0.8,Negative,train
video_0039,0003,我呢希望你以后可以跟爸爸一样，一直飞驰下去，咱们俩这叫飞驰组合,0.6,0.8,0.0,-0.4,Positive,train
video_0039,0004,夏军，你放开我老婆,-1.0,-0.6,-1.0,-1.0,Negative,valid
video_0039,0005,那因为什么吊销驾照啊,-0.6,-0.2,-0.6,-1.0,Negative,test
video_0039,0006,没开几天车，就觉得自己车机已经了不得了,-1.0,-0.4,-1.0,-1.0,Negative,test
video_0039,0007,主要就想再过一下咱们的合同之后呢再看看我那台赛车,0.6,0.0,0.0,1.0,Positive,train
video_0039,0008,大哥，我不会跳舞,-0.8,-0.6,-0.8,-1.0,Negative,train
video_0040,0001,虽然辛苦一些，但比起他们洗盘子，这里是天堂,0.8,0.4,0.8,1.0,Positive,train
video_0040,0002,我们私下谈不行吗,-1.0,-0.2,-1.0,-1.0,Negative,valid
video_0040,0003,这艘船上不仅是我们三个人,-0.6,0.0,-0.4,-0.8,Negative,valid
video_0040,0004,你们怕什么呀,0.0,-0.4,-0.8,-0.6,Neutral,train
video_0040,0005,那是因为你不够自信,0.0,-0.4,0.0,-0.2,Neutral,train
video_0040,0006,自信是美国文化对个人最基本的要求,0.0,0.4,0.0,0.0,Neutral,train
video_0040,0007,我根本就没有自信，我害怕被拒,-1.0,-0.8,-0.8,-1.0,Negative,train
video_0040,0008,我暗恋你已经一年多了,0.8,0.0,0.2,1.0,Positive,train
video_0040,0009,我还要再考一次,-0.2,0.0,-0.8,-0.4,Negative,train
video_0040,0010,家里已经负担不起了,-1.0,-0.6,0.0,-0.6,Negative,train
video_0040,0011,在读书呢，嚷嚷什么啊,-1.0,-1.0,-1.0,-1.0,Negative,test
video_0040,0012,关你屁事,-1.0,-1.0,-0.4,-1.0,Negative,train
video_0040,0013,你要是不答应我，我就拉你一起跳湖,-1.0,-0.8,-0.6,-0.6,Negative,train
video_0040,0014,听见没有，我叫你滚,-1.0,-1.0,-0.2,-1.0,Negative,valid
video_0040,0015,你走吧，会传染的,-1.0,-0.6,-0.2,-0.8,Negative,train
video_0040,0016,等我发了工资,0.0,0.0,0.0,-0.2,Neutral,train
video_0040,0017,但恳请各位领导从轻处分,-0.6,-0.6,0.0,0.0,Negative,valid
video_0040,0018,检讨人，成冬青,-0.8,0.0,-0.2,0.0,Negative,test
video_0040,0019,你们可不可以不要在课堂上睡觉,-1.0,-1.0,-1.0,-1.0,Negative,test
video_0040,0020,如果你们实在不喜欢听我讲课你们可以走,-1.0,-0.8,-1.0,-1.0,Negative,train
video_0040,0021,它认识我我不认识它,-0.4,0.0,-0.2,-0.4,Negative,valid
video_0040,0022,我最好的朋友孟晓骏和王阳嘲笑我,-0.8,-0.8,-0.4,-0.6,Negative,test
video_0040,0023,我真的是孙子,-0.6,-1.0,0.0,-0.6,Negative,valid
video_0040,0024,如果只看长相，那叫好色,0.0,0.0,0.0,0.0,Neutral,train
video_0040,0025,Ditto，同上的，同样的，意思和Me，too一样,0.0,0.0,0.0,0.2,Neutral,test
video_0040,0026,孟老师刚从美国回来,0.6,0.0,0.4,1.0,Positive,train
video_0040,0027,好，很不错,1.0,1.0,1.0,1.0,Positive,valid
video_0040,0028,从今往后我爱也不办什么大型讲座了，我就办一对一签证模拟面试,-0.2,0.0,0.2,-0.8,Negative,train
video_0040,0029,她伤害了我，到美国才一个月就提出和我分手,-1.0,-0.8,-0.6,-1.0,Negative,train
video_0040,0030,说明她没骗你啊，他完全可以一年之后再告诉你,0.0,0.2,0.2,-0.2,Neutral,valid
video_0040,0031,我为什么要移民啊，给我移我也不会,-1.0,-0.4,-1.0,-1.0,Negative,train
video_0040,0032,你被拒签说明你不了解美国,-0.2,-0.6,-0.8,-0.8,Negative,train
video_0040,0033,关你屁事，你以为你也能指导我吗,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0040,0034,什么都不要说转身直接离开，否则它会像对待一件行李一样对待你,-0.4,-0.8,0.0,-0.6,Negative,train
video_0040,0035,你一定要把气氛搞得这么淆混吗,-0.8,-1.0,-0.8,-0.2,Negative,train
video_0040,0036,我从来就没有什么梦想,-0.2,-0.6,-0.6,0.0,Negative,train
video_0040,0037,说到失败我连草稿都不用打,-0.4,-0.2,0.0,-0.2,Negative,train
video_0040,0038,又有三万多人失败了,-0.4,-0.6,-0.2,-0.6,Negative,train
video_0040,0039,这就是现实,-1.0,0.0,-1.0,-1.0,Negative,train
video_0040,0040,掉在水里你不会淹死，呆在水里你才会淹死,-0.6,0.0,-0.6,-0.8,Negative,train
video_0040,0041,那些从一开始就选择放弃的人他不会失败,-0.8,-0.4,-0.6,-0.6,Negative,test
video_0040,0042,因为他们从一开始就失败了,-0.6,-0.4,-0.6,-0.6,Negative,train
video_0040,0043,失败并不可怕,-0.4,0.2,-0.4,-0.6,Negative,train
video_0040,0044,害怕失败才真正可怕,-0.4,-0.2,-0.6,-0.6,Negative,train
video_0040,0045,这是非常严重的违章行为,-0.8,-0.6,-0.8,-1.0,Negative,train
video_0040,0046,但张冀毕竟是个元老,-0.2,0.0,0.0,-0.8,Negative,test
video_0040,0047,晓骏，这个事情吧，咱们得暂时缓一缓,0.0,0.0,0.0,0.0,Neutral,train
video_0040,0048,原来是因为这个,-0.2,0.0,0.0,-0.6,Negative,train
video_0040,0049,我带着我们的事业来美国骂我引以为豪的事业,0.4,-0.2,0.0,-0.2,Positive,train
video_0040,0050,我希望告诉他们我不是一个失败者,0.2,0.8,-0.4,0.0,Positive,valid
video_0040,0051,可他们连最基本的尊重也不给,-0.8,-1.0,-0.8,-0.2,Negative,test
video_0040,0052,所以我想只有我们站在纽交所挥锤的那一刻,-0.4,0.0,0.2,-0.6,Negative,train
video_0040,0053,我是为了我自己，对不起,-0.8,-1.0,-0.8,-0.6,Negative,train
video_0040,0054,晓骏，吃完饭，咱们去攻陷美国,0.8,0.6,-0.4,-0.2,Positive,valid
video_0041,0001,女人啊这个眼泪是最重要的东西，没说话眼泪就下来了，抽泣,-0.2,-0.8,0.2,-0.8,Negative,train
video_0041,0002,男人就怕女人哭,-0.2,-0.4,0.2,0.2,Negative,valid
video_0041,0003,你哭什么，我问你怎么回事，你跟那场戏似的我问你怎么回事,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0041,0004,这就不能打了，女人在哭的时候这就不能打，男人下不去手,0.2,-0.4,0.2,0.6,Positive,test
video_0041,0005,急呀，我问你怎么回事,-1.0,-0.8,-1.0,-1.0,Negative,test
video_0041,0006,你也知道，我原来是妓院出来的，我嫁到督办这呢，我跟了督办了,-1.0,-0.6,-0.8,-1.0,Negative,valid
video_0041,0007,外面传言我跟刘汉臣这场戏的怎么着怎么着，督办您觉得这能是真的吗,-1.0,0.0,-1.0,-1.0,Negative,valid
video_0041,0008,督办您是什么人啊，您是铮铮铁骨，您是男子汉，统带千军万马,-1.0,0.8,-0.8,-1.0,Negative,valid
video_0041,0009,这句话说完褚玉璞枪就撂下了，就更打不了了,0.2,0.0,0.2,0.6,Positive,train
video_0041,0010,那国民饭店是怎么回事,-1.0,0.0,-1.0,-1.0,Negative,train
video_0041,0011,跟您这么说吧，那天其实我在裕德里的时候我就挺喜欢刘汉臣的,-1.0,0.6,-1.0,-1.0,Negative,test
video_0041,0012,我当您的媳妇之后呢我还是想唱戏，但是我过去我是想让他教我唱戏,-1.0,0.0,-1.0,-1.0,Negative,train
video_0041,0013,我要是当了您的夫人我就不好意思在跟他来往，我怕损害了督办的名声,-1.0,0.0,-0.8,-1.0,Negative,train
video_0041,0014,所以我就买通了星期六晚报,-1.0,0.0,-1.0,-1.0,Negative,valid
video_0041,0015,我为什么没有对外界说呢，我还是照顾督办的名声,-1.0,0.4,-1.0,-1.0,Negative,train
video_0041,0016,你们也被这边感染了吗,0.6,-0.2,0.0,0.6,Positive,valid
video_0041,0017,我请您吃红丸子,0.6,0.2,0.6,1.0,Positive,test
video_0041,0018,背个贯口能把自己背哭了,-0.2,-0.4,0.2,-0.6,Negative,train
video_0041,0019,从来都没有什么勾心斗角的事,-0.2,0.0,-0.6,-1.0,Negative,train
video_0041,0020,德云社真是一个其乐融融的大家庭,-0.2,0.6,-1.0,-1.0,Negative,train
video_0041,0021,确实在德云社我经历了不少,-0.2,0.0,-1.0,-1.0,Negative,test
video_0041,0022,师哥从来都不欺负师弟,-0.2,0.6,-1.0,-1.0,Negative,train
video_0041,0023,就是关系都特别好，拿德云社来说，真的特别开心在这这么多年,0.4,1.0,0.0,0.2,Positive,train
video_0041,0024,赵钱孙李，周吴郑王，冯陈褚卫，我叫孟鹤堂,0.2,0.0,0.2,0.8,Positive,test
video_0041,0025,主要是我那搭档，他不是，这前几天呢，他也不跟我说一声,-1.0,0.0,-1.0,-1.0,Negative,train
video_0041,0026,他跟人家说群的去了,-1.0,0.0,-1.0,-1.0,Negative,valid
video_0041,0027,你说我身边要没有他，我这心里头啊,-1.0,-0.6,-1.0,-1.0,Negative,train
video_0041,0028,怎么就那么开心呢我,1.0,1.0,0.6,1.0,Positive,train
video_0041,0029,包括封神榜斩妲己的时候也是这样，下不去手,-0.2,-0.4,-0.6,-0.8,Negative,train
video_0041,0030,我说我啊约他上国民饭店,-1.0,0.0,-0.8,-1.0,Negative,valid
video_0041,0031,我假装约他采访约他去,-1.0,0.0,-0.8,-1.0,Negative,test
video_0041,0032,实际上我是想让他教我唱几出戏,-1.0,0.0,-0.8,-1.0,Negative,train
video_0042,0001,我让你给咱们保安队招新人招的怎么样了,-0.2,0.0,-0.2,-0.2,Negative,valid
video_0042,0002,好，那我就放心了，他们人呢,1.0,0.4,0.6,1.0,Positive,valid
video_0042,0003,但是我已经让我姥去办了，想相信很快就会有人来了,-0.2,0.4,0.6,0.2,Negative,train
video_0042,0004,他不还是上次那个人吗，他怎么又来了,-1.0,-0.4,-1.0,-1.0,Negative,train
video_0042,0005,你别败坏我东西了,-1.0,-1.0,-0.8,-1.0,Negative,train
video_0042,0006,我痛定思痛，我去医院把我身上的疼痛神经全部摘除了,-0.2,-0.2,-0.6,-0.6,Negative,test
video_0042,0007,谢谢队长,-0.4,0.8,0.2,-1.0,Negative,train
video_0042,0008,情感神经丰富了,-0.2,0.2,0.6,0.4,Negative,train
video_0042,0009,小鸡，对不起你,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0042,0010,上一边自己呆着去,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0042,0011,我姥说还有一个人，你就要不再给我姥一次机会,-0.2,-0.2,-0.6,0.0,Negative,test
video_0042,0012,你看我干什么玩意啊，你想咋的,-1.0,-1.0,-1.0,-0.8,Negative,train
video_0042,0013,我确实找到我这个问题改变的方法了,-0.2,0.2,-0.2,-0.6,Negative,valid
video_0042,0014,给我和我姥一次机会,-0.2,0.0,-0.2,-0.6,Negative,train
video_0042,0015,是这样队长，上次一战我总结了一个经验,0.0,0.0,0.6,0.4,Neutral,train
video_0042,0016,我学了三个月的军事战略部署,-0.2,0.0,-0.2,0.4,Negative,valid
video_0042,0017,很久没人问我这个问题了,-0.4,0.0,0.0,-0.4,Negative,train
video_0042,0018,我一个人漫步在海滩，阳光金灿灿的，远处驶过一艘轮船,0.8,0.2,0.6,1.0,Positive,test
video_0042,0019,和水手们亲切地交谈，他看见我，向我亲切的挥了挥手,1.0,0.8,0.8,1.0,Positive,valid
video_0042,0020,我的三元得力干将，这次都进化了,-1.0,0.6,-0.2,-1.0,Negative,train
video_0043,0001,大家可以拭目以待一下，我相信我是不会让你们失望的,1.0,0.2,0.8,0.6,Positive,train
video_0043,0002,大家看好了，这是我第一档综艺，也是我最好的一档综艺，赶紧来吧,1.0,1.0,0.6,1.0,Positive,train
video_0043,0003,这个我，随便吧反正，他们要是这么想的话就演演看呗，实力说话嘛,-0.4,0.2,-0.4,0.6,Negative,train
video_0043,0004,你给他时间准备，他就会透过排练掩盖他本身的缺点,0.0,-0.4,0.0,0.0,Neutral,test
video_0043,0005,即兴练习应该是让一个人的缺点优点暴露无遗的一个考核标准吧,0.0,0.0,0.0,0.0,Neutral,train
video_0043,0006,但她现在的表演功力还不扎实，我看他学完会怎么样，有点期待,1.0,1.0,0.4,0.8,Positive,train
video_0043,0007,今年没有预算出专辑，得看明年，今年好好拍戏，如果达到一定kpi明年才能出专辑,-0.2,0.0,0.0,0.0,Negative,train
video_0043,0008,我举个例子，编剧说你打杯水喝，那么这本来就是个心理反应,0.2,0.0,0.2,0.2,Positive,train
video_0043,0009,但是你演出来渴，想喝水，那是生理反应，听懂了吧,0.8,0.0,0.6,1.0,Positive,test
video_0043,0010,有很多很多演员确实在他那学习过以后发生了翻天覆地的改变,0.4,0.6,0.4,0.2,Positive,test
video_0043,0011,因为他们很想征服我们，如果他有这个心，他只有多不会少的,0.6,0.2,0.2,0.0,Positive,train
video_0043,0012,来第三位请进,0.8,0.0,0.6,1.0,Positive,train
video_0043,0013,为什么不是见了三十个之后最后选十二个出来呢,-0.2,-0.2,-0.2,0.0,Negative,train
video_0043,0014,但现在就见一个选一个，这是好方法吗,-0.8,-0.2,0.2,1.0,Negative,train
video_0043,0015,喝醉不是你耍无赖的理由,-1.0,-1.0,-1.0,-1.0,Negative,test
video_0043,0016,抱歉，我当年没做到，所以你做到了我还挺羡慕你的,0.0,1.0,-0.2,0.0,Neutral,train
video_0043,0017,你吼我，长这么大你吼过我吗,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0043,0018,关于你的表演里面，你有没有站在观众的角度思考这段表演是否过长或是否过于激烈,0.0,-0.4,0.0,0.0,Neutral,train
video_0043,0019,这个也是演员的美学，他需要去学习的,0.0,0.0,0.0,0.0,Neutral,train
video_0043,0020,当然你的傲慢我也很喜欢,1.0,1.0,0.8,1.0,Positive,train
video_0043,0021,没想到意外收获会这么多,0.2,1.0,-0.2,-0.2,Positive,valid
video_0043,0022,各位老师是可以从一个上帝视角来看我,0.0,0.0,0.0,0.0,Neutral,train
video_0043,0023,但我之前一直不会发现这个问题,-0.4,-0.2,-0.4,-0.6,Negative,valid
video_0043,0024,我说他那个水平都没有进，那我一下就蒙了你知道吗,-1.0,-0.6,-1.0,-0.4,Negative,train
video_0043,0025,那你要是因为我是欢娱人第一个把我刷掉这也是不公平的呀,-0.8,-1.0,-0.6,-0.6,Negative,train
video_0043,0026,我也认为很好，特别好,0.8,1.0,0.4,-0.2,Positive,test
video_0043,0027,我记得03年04年那两年是我见组最疯狂的两年,0.0,0.2,0.0,-0.4,Neutral,train
video_0043,0028,03年我一年见了三百多个剧组,0.0,0.0,0.0,0.0,Neutral,test
video_0043,0029,两年之内被否定了将近六百次,-0.2,-0.6,-0.2,0.0,Negative,train
video_0043,0030,我用了十五年的时间想忘了被人抛弃或者说你可以走了这种感觉,-0.2,-0.8,-0.6,-0.2,Negative,test
video_0043,0031,他们渴望成为演技派的，每个人都渴望,0.0,0.0,0.2,0.4,Neutral,valid
video_0043,0032,他是一个电影学院大一第一学期的一个入门表演练习,0.0,0.0,0.0,0.0,Neutral,train
video_0043,0033,观众看一个电影一个电视剧他是不知道接下来剧情的对不对,0.0,0.0,0.0,0.2,Neutral,test
video_0043,0034,但对不起，演员是知道的,0.0,-0.2,0.0,0.0,Neutral,train
video_0043,0035,但是演的时候我们是不能让别人看出来我们是知道接下来的剧情的,0.2,0.0,0.0,-0.2,Positive,train
video_0043,0036,我没拿,-1.0,0.0,-0.8,-1.0,Negative,train
video_0043,0037,跟你有屁关系啊,-1.0,-1.0,-0.8,-0.8,Negative,train
video_0043,0038,我天天陪着你，你吃什么穿什么,-1.0,-0.8,-0.4,0.0,Negative,train
video_0043,0039,不要这么乖,0.0,-0.4,0.0,-0.2,Neutral,train
video_0043,0040,你演的是你爸爸的性格吗,-0.2,0.0,0.0,0.2,Negative,train
video_0043,0041,那个传承很重要，因为没人传承给他,-0.4,0.0,0.0,0.2,Negative,test
video_0043,0042,对啊我觉得振宇老师说的特别好，你听明白了吗,0.4,0.2,0.8,0.2,Positive,train
video_0043,0043,各位老师好，我是张楠，近年22岁,0.6,0.0,0.0,0.2,Positive,test
video_0043,0044,确实是你的形象是让人非常过目不忘的,0.4,0.4,-0.2,0.2,Positive,valid
video_0043,0045,你儿子我，我第七中队成绩优异第一，你怕什么啊,1.0,-0.2,0.8,-0.4,Positive,train
video_0043,0046,你知道我认为他肯定说不出来的，我认为他心思根本就没再听,0.0,-1.0,0.0,0.2,Neutral,train
video_0043,0047,好久没有体会到这种即兴的魅力，而且我很感谢我对手，真的,1.0,1.0,0.8,1.0,Positive,valid
video_0043,0048,有一类例外，正小生和正花旦,0.0,0.0,0.0,0.2,Neutral,test
video_0043,0049,来吧，期待你的表演,1.0,0.8,1.0,1.0,Positive,train
video_0043,0050,如果你觉得你怀才不遇，我给你这样一个机会，让你看看你究竟是不是这块料,0.0,0.2,0.0,0.6,Neutral,train
video_0043,0051,我对他们的考验不会仅仅停留在展现生理反应这种基础层面上,0.2,0.0,0.6,0.6,Positive,train
video_0043,0052,我更期待的是两位演员在尽情飙戏过程中互相制衡和博弈,0.6,0.6,0.6,1.0,Positive,test
video_0043,0053,我明天带她去民政局好吧,-0.8,0.0,-0.6,-1.0,Negative,train
